,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
21239,Enser Communications,Operating Exp. Ann.,-,,,-,37.4,22.8,14.7,9,,,,,,
21240,Enser Communications,Operating Exp. Ann.,-,,,-,37.4,22.8,14.7,9,,,,,,
21241,Enser Communications,Operating Profit Ann.,-,,,-,8.7,2.6,1.9,0.3,,,,,,
21242,Enser Communications,OPM Ann. %,-,,,-,18.81%,9.94%,11.15%,3.02%,,,,,,
21243,Enser Communications,Total Exp. Ann.,56.8%,,,59.7,39.2,23.7,15.5,9.9,,,,,,
21244,Enser Communications,Other Exp. Ann.,142.2%,,,27,9,4.9,1.9,1.2,,,,,,
21245,Enser Communications,Employee Exp. Ann.,39.2%,,,30.2,26.6,16.2,11.2,6.4,,,,,,
21246,Enser Communications,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21247,Enser Communications,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21248,Enser Communications,EBITDA Ann.,-,,,-,8.9,3.1,2.1,0.7,,,,,,
21249,Enser Communications,EBITDA Ann. margin %,-,,,-,19.28%,11.88%,12.71%,6.91%,,,,,,
21250,Enser Communications,Interest Ann.,33.9%,,,1.2,1,0.6,0.5,0.6,,,,,,
21251,Enser Communications,Depr.,63%,,,1.3,0.8,0.3,0.3,0.3,,,,,,
21252,Enser Communications,PBT Ann.,100%,,,11.2,7.1,2.2,1.4,-0.3,,,,,,
21253,Enser Communications,Tax Ann.,71%,,,3,1.9,0.6,0.6,-0.2,,,,,,
21254,Enser Communications,PAT Before ExtraOrdinary Items Ann.,117.2%,,,8.2,5.3,1.6,0.8,-0.1,,,,,,
21255,Enser Communications,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
21256,Enser Communications,Net Profit Ann.,117.2%,,,8.2,5.3,1.6,0.8,-0.1,,,,,,
21257,Enser Communications,NPM Ann. %,35.4%,,,11.63%,11.44%,6.29%,4.69%,-1.27%,,,,,,
21258,Enser Communications,EPS Adj. latest Ann.,108%,,,0.9,0.6,0.2,0.1,-0,,,,,,
21259,Enser Communications,Annual Reports, ,,, , , , , ,,,,,,
21260,Krystal Integrated,Total Rev. Ann.,28.2%,19.9%,"1,137.2","1,137.2",992.8,688.3,540.2,509,459.6,372.9,321.7,284.3,,
21261,Krystal Integrated,Operating Rev. Ann.,27.7%,19.7%,"1,119.9","1,119.9",984.7,685.5,538.2,506.1,456.5,371.1,320,282.1,,
21262,Krystal Integrated,Other Income Ann.,108.8%,41%,17.3,17.3,8.1,2.8,1.9,2.9,3.1,1.8,1.7,2.2,,
21263,Krystal Integrated,Operating Exp. Ann.,27.9%,20.4%,"1,047","1,047",918.1,635.8,500.2,468.5,413.8,343.1,295.8,256,,
21264,Krystal Integrated,Operating Exp. Ann.,27.9%,20.4%,"1,047","1,047",918.1,635.8,500.2,468.5,413.8,343.1,295.8,256,,
21265,Krystal Integrated,Operating Profit Ann.,24.3%,11.3%,72.9,72.9,66.6,49.7,38,37.6,42.7,28,24.2,26.1,,
21266,Krystal Integrated,OPM Ann. %,-3.1%,-7.2%, ,6.41%,6.71%,7.22%,7.04%,7.39%,9.29%,7.52%,7.52%,9.18%,,
21267,Krystal Integrated,Total Exp. Ann.,27.6%,20.2%, ,"1,065",936.6,649.7,513.2,480.9,424.4,350.7,302.3,265,,
21268,Krystal Integrated,Other Exp. Ann.,32.6%,14.2%,41.7,41.7,22.2,31.2,17.9,23.6,21.5,26.2,20.6,12.6,,
21269,Krystal Integrated,Employee Exp. Ann.,26.3%,23.5%,930.8,930.8,753.4,578.3,461.7,396.6,324.1,307.5,263,232.6,,
21270,Krystal Integrated,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
21271,Krystal Integrated,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
21272,Krystal Integrated,EBITDA Ann.,31.1%,14.5%, ,90.2,74.7,52.4,40,40.5,45.8,29.8,25.9,28.3,,
21273,Krystal Integrated,EBITDA Ann. margin %,2.3%,-4.5%, ,7.93%,7.52%,7.62%,7.40%,7.96%,9.97%,8.00%,8.04%,9.95%,,
21274,Krystal Integrated,Interest Ann.,4%,5.7%,9.9,9.9,11.9,9.5,8.8,9.2,7.5,4.5,4.6,5.1,,
21275,Krystal Integrated,Depr.,24%,20.9%,8,8,6.6,4.3,4.2,3.2,3.1,3.1,1.9,3.9,,
21276,Krystal Integrated,PBT Ann.,38.8%,15.5%,72.2,72.2,56.2,38.6,27,28.1,35.2,22.2,19.4,19.2,,
21277,Krystal Integrated,Tax Ann.,24%,3.1%,12,12,8,5,6.3,5.6,10.3,6,5.4,7.4,,
21278,Krystal Integrated,PAT Before ExtraOrdinary Items Ann.,42.7%,19.3%, ,60.2,48.2,33.6,20.7,22.5,24.9,16.2,14,11.8,,
21279,Krystal Integrated,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,,
21280,Krystal Integrated,Net Profit Ann.,32.3%,19.3%,60.2,60.2,48.2,38.2,26,22.5,24.9,16.2,14,11.8,,
21281,Krystal Integrated,NPM Ann. %,3.6%,-0.3%, ,5.37%,4.89%,5.57%,4.83%,4.44%,5.45%,4.35%,4.38%,4.18%,,
21282,Krystal Integrated,EPS Adj. latest Ann.,32.3%,19.3%, ,43.1,34.5,27.4,18.6,16.1,17.8,11.6,10,8.5,,
21283,Krystal Integrated,Result Notes, , , , ,Notes, , , , , , , ,,
21284,Krystal Integrated,Annual Reports, , , , ,, , , , , , , ,,
21285,AVP Infracon,Total Rev. Ann.,62.8%,,,276.3,152.8,107.2,64,58.2,,,,,,
21286,AVP Infracon,Operating Rev. Ann.,62.2%,,,272.5,151,106.3,63.9,58,,,,,,
21287,AVP Infracon,Other Income Ann.,236.2%,,,3.8,1.7,0.8,0.1,0.2,,,,,,
21288,AVP Infracon,Operating Exp. Ann.,-,,,-,119.4,86.1,53.6,52,,,,,,
21289,AVP Infracon,Operating Exp. Ann.,-,,,-,119.4,86.1,53.6,52,,,,,,
21290,AVP Infracon,Operating Profit Ann.,-,,,-,31.7,20.3,10.3,6,,,,,,
21291,AVP Infracon,OPM Ann. %,-,,,-,20.72%,18.93%,16.01%,10.24%,,,,,,
21292,AVP Infracon,Total Exp. Ann.,58.5%,,,232.6,128.6,92.1,58.4,55,,,,,,
21293,AVP Infracon,Other Exp. Ann.,360.6%,,,127,1.9,2.3,1.3,0.7,,,,,,
21294,AVP Infracon,Employee Exp. Ann.,58.2%,,,9.9,6.5,3,2.5,5,,,,,,
21295,AVP Infracon,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21296,AVP Infracon,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21297,AVP Infracon,EBITDA Ann.,-,,,-,33.4,21.1,10.4,6.1,,,,,,
21298,AVP Infracon,EBITDA Ann. margin %,-,,,-,21.86%,19.69%,16.22%,10.55%,,,,,,
21299,AVP Infracon,Interest Ann.,55.7%,,,11.7,6.5,3.7,3.1,2,,,,,,
21300,AVP Infracon,Depr.,30.8%,,,3.8,2.8,2.4,1.7,1,,,,,,
21301,AVP Infracon,PBT Ann.,98.2%,,,43.6,24.1,15,5.6,3.2,,,,,,
21302,AVP Infracon,Tax Ann.,87.2%,,,10.5,5.8,3.5,1.6,0.9,,,,,,
21303,AVP Infracon,PAT Before ExtraOrdinary Items Ann.,102.3%,,,33.1,18.3,11.5,4,2.3,,,,,,
21304,AVP Infracon,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
21305,AVP Infracon,Net Profit Ann.,102.3%,,,33.1,18.3,11.5,4,2.3,,,,,,
21306,AVP Infracon,NPM Ann. %,24.8%,,,12.14%,12.11%,10.83%,6.25%,3.90%,,,,,,
21307,AVP Infracon,EPS Adj. latest Ann.,102.6%,,,13.3,7.3,4.6,1.6,0.9,,,,,,
21308,AVP Infracon,Annual Reports, ,,, , , , , ,,,,,,
21309,Popular Vehicles,Total Rev. Ann.,11.5%,7.1%,"2,600.6","2,600.6","2,661.6","2,525.7","1,877.6","1,704.3","1,844.7","2,265.4","2,267","2,348.3","1,994","1,741.5"
21310,Popular Vehicles,Operating Rev. Ann.,11.4%,7%,"2,576.9","2,576.9","2,643.8","2,513.6","1,865.5","1,691.7","1,839.2","2,252.5","2,260.9","2,344.6","1,989.3","1,736.2"
21311,Popular Vehicles,Other Income Ann.,25.1%,33.9%,23.7,23.7,17.8,12.1,12.1,12.6,5.5,12.9,6.1,3.7,4.6,5.4
21312,Popular Vehicles,Operating Exp. Ann.,12.5%,7.3%,"2,537.8","2,538.3","2,528.7","2,398","1,784.8","1,609.1","1,784.7","2,209.6","2,210","2,290.2","1,953.1","1,696.6"
21313,Popular Vehicles,Operating Exp. Ann.,12.5%,7.3%,"2,537.8","2,538.3","2,528.7","2,398","1,784.8","1,609.1","1,784.7","2,209.6","2,210","2,290.2","1,953.1","1,696.6"
21314,Popular Vehicles,Operating Profit Ann.,-21.8%,-6.7%,38.6,38.6,115.2,115.6,80.7,82.5,54.5,42.9,50.9,54.4,36.3,39.6
21315,Popular Vehicles,OPM Ann. %,-29.9%,-12.9%, ,1.48%,4.33%,4.58%,4.30%,4.84%,2.96%,1.90%,2.25%,2.32%,1.82%,2.27%
21316,Popular Vehicles,Total Exp. Ann.,12.3%,7.3%, ,"2,642.1","2,632.4","2,486.7","1,863.9","1,682","1,861.1","2,246.4","2,239","2,318.3","1,991.6","1,733"
21317,Popular Vehicles,Other Exp. Ann.,16.1%,9.1%,154.8,155.4,155.9,145,99.4,70.3,100.4,123.8,107.8,114.6,108.1,93
21318,Popular Vehicles,Employee Exp. Ann.,13.5%,7.8%,231.7,231.7,224.6,199.9,158.5,137.3,159.1,158.5,134.7,111.3,97.8,92.6
21319,Popular Vehicles,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
21320,Popular Vehicles,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
21321,Popular Vehicles,EBITDA Ann.,-12.5%,0.7%, ,62.2,132.9,127.7,92.8,95.1,60,55.8,57,58.1,40.9,44.9
21322,Popular Vehicles,EBITDA Ann. margin %,-21.5%,-6%, ,2.39%,4.99%,5.06%,4.94%,5.58%,3.25%,2.46%,2.51%,2.48%,2.05%,2.58%
21323,Popular Vehicles,Interest Ann.,10.7%,4.6%,50.9,50.9,55.3,43.2,37.5,33.7,40.6,21,13.3,13.6,30.5,29.1
21324,Popular Vehicles,Depr.,8.3%,8.1%,52.8,52.8,48.5,45.5,41.6,39.2,35.8,15.8,15.7,14.6,8,7.3
21325,Popular Vehicles,PBT Ann.,-,-,-41.5,-41.5,30.8,39,13.7,22.2,9.8,19,28,30,2.4,8.6
21326,Popular Vehicles,Tax Ann.,-,-,-7.9,-7.9,5,9.7,6.7,6.4,-3.7,6.7,10.4,13.3,0.8,2.3
21327,Popular Vehicles,PAT Before ExtraOrdinary Items Ann.,-,-, ,-33.6,25.8,29.3,7,15.9,13.5,12.3,17.6,16.7,1.6,6.3
21328,Popular Vehicles,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,-
21329,Popular Vehicles,Net Profit Ann.,-,-,-33.6,-33.6,25.8,29.3,7,15.9,13.5,12.3,17.6,27.6,1.6,6.3
21330,Popular Vehicles,NPM Ann. %,-,-, ,-1.30%,0.97%,1.16%,0.37%,0.93%,0.73%,0.54%,0.77%,1.17%,0.07%,0.36%
21331,Popular Vehicles,EPS Adj. latest Ann.,-,-, ,-4.7,3.6,4.1,1,2.2,1.9,1.7,2.5,3.9,0.2,0.9
21332,Popular Vehicles,Result Notes, , , ,Notes,Notes, , , , , , , , , 
21333,Popular Vehicles,Annual Reports, , , , ,, , , , , , , , , 
21334,Signoria Creation,Total Rev. Ann.,32.1%,,,27.2,19.6,19.2,11.8,5.9,,,,,,
21335,Signoria Creation,Operating Rev. Ann.,32.1%,,,27.2,19.5,19.2,11.8,5.9,,,,,,
21336,Signoria Creation,Other Income Ann.,-,,,0,0,0,,0,,,,,,
21337,Signoria Creation,Operating Exp. Ann.,-,,,-,15.5,15.3,10.4,5.1,,,,,,
21338,Signoria Creation,Operating Exp. Ann.,-,,,-,15.5,15.3,10.4,5.1,,,,,,
21339,Signoria Creation,Operating Profit Ann.,-,,,-,4,3.8,1.5,0.7,,,,,,
21340,Signoria Creation,OPM Ann. %,-,,,-,20.52%,19.95%,12.37%,12.23%,,,,,,
21341,Signoria Creation,Total Exp. Ann.,28.6%,,,23.2,16.3,16,10.9,5.4,,,,,,
21342,Signoria Creation,Other Exp. Ann.,44.2%,,,1.5,1,0.8,0.5,0.4,,,,,,
21343,Signoria Creation,Employee Exp. Ann.,19.7%,,,2.4,1.5,1.6,1.4,0.8,,,,,,
21344,Signoria Creation,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21345,Signoria Creation,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21346,Signoria Creation,EBITDA Ann.,-,,,-,4,3.8,1.5,0.8,,,,,,
21347,Signoria Creation,EBITDA Ann. margin %,-,,,-,20.65%,20.00%,12.37%,12.86%,,,,,,
21348,Signoria Creation,Interest Ann.,26%,,,0.8,0.6,0.6,0.4,0.2,,,,,,
21349,Signoria Creation,Depr.,58.7%,,,0.4,0.1,0.1,0.1,0.1,,,,,,
21350,Signoria Creation,PBT Ann.,65.8%,,,4.1,3.3,3.1,0.9,0.5,,,,,,
21351,Signoria Creation,Tax Ann.,49.4%,,,1,0.9,0.8,0.3,0.1,,,,,,
21352,Signoria Creation,PAT Before ExtraOrdinary Items Ann.,62.4%,,,3,2.4,2.3,0.7,0.3,,,,,,
21353,Signoria Creation,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
21354,Signoria Creation,Net Profit Ann.,62.4%,,,3,2.4,2.3,0.7,0.3,,,,,,
21355,Signoria Creation,NPM Ann. %,24.8%,,,11.10%,12.32%,12.06%,5.71%,5.57%,,,,,,
21356,Signoria Creation,EPS Adj. latest Ann.,65.1%,,,6.3,5.1,4.9,1.4,0.7,,,,,,
21357,Signoria Creation,Annual Reports, ,,, , , , , ,,,,,,
21358,Royal Sense,Total Rev. Ann.,,,,27.7,19,,,,,,,,,
21359,Royal Sense,Operating Rev. Ann.,,,,27.6,19,,,,,,,,,
21360,Royal Sense,Other Income Ann.,,,,0.1,0,,,,,,,,,
21361,Royal Sense,Operating Exp. Ann.,,,,-,16.6,,,,,,,,,
21362,Royal Sense,Operating Exp. Ann.,,,,-,16.6,,,,,,,,,
21363,Royal Sense,Operating Profit Ann.,,,,-,2.4,,,,,,,,,
21364,Royal Sense,OPM Ann. %,,,,-,12.47%,,,,,,,,,
21365,Royal Sense,Total Exp. Ann.,,,,23.6,16.7,,,,,,,,,
21366,Royal Sense,Other Exp. Ann.,,,,1.7,0.5,,,,,,,,,
21367,Royal Sense,Employee Exp. Ann.,,,,1.4,0.4,,,,,,,,,
21368,Royal Sense,Cost Of Power Purchased Ann.,,,,,,,,,,,,,,
21369,Royal Sense,Cost Of Fuel Ann.,,,,,,,,,,,,,,
21370,Royal Sense,EBITDA Ann.,,,,-,2.4,,,,,,,,,
21371,Royal Sense,EBITDA Ann. margin %,,,,-,12.63%,,,,,,,,,
21372,Royal Sense,Interest Ann.,,,,0.2,0,,,,,,,,,
21373,Royal Sense,Depr.,,,,0,0.1,,,,,,,,,
21374,Royal Sense,PBT Ann.,,,,4.1,2.3,,,,,,,,,
21375,Royal Sense,Tax Ann.,,,,1.1,0.6,,,,,,,,,
21376,Royal Sense,PAT Before ExtraOrdinary Items Ann.,,,,3,1.7,,,,,,,,,
21377,Royal Sense,Minority Interest Income Ann.,,,,-,-,,,,,,,,,
21378,Royal Sense,Net Profit Ann.,,,,3,1.7,,,,,,,,,
21379,Royal Sense,NPM Ann. %,,,,11.01%,8.97%,,,,,,,,,
21380,Royal Sense,EPS Adj. latest Ann.,,,,5.7,3.2,,,,,,,,,
21381,Royal Sense,Annual Reports,,,, , ,,,,,,,,,
21382,Pratham EPC Projects,Total Rev. Ann.,32.1%,,,,71.3,51.7,50.6,30.9,,,,,,
21383,Pratham EPC Projects,Operating Rev. Ann.,31%,,,,68.8,50.2,50.5,30.6,,,,,,
21384,Pratham EPC Projects,Other Income Ann.,100%,,,,2.4,1.5,0.2,0.3,,,,,,
21385,Pratham EPC Projects,Operating Exp. Ann.,24.7%,,,,54.7,39.9,43.6,28.2,,,,,,
21386,Pratham EPC Projects,Operating Exp. Ann.,24.7%,,,,54.7,39.9,43.6,28.2,,,,,,
21387,Pratham EPC Projects,Operating Profit Ann.,80.9%,,,,14.2,10.4,6.9,2.4,,,,,,
21388,Pratham EPC Projects,OPM Ann. %,37.5%,,,,19.86%,20.02%,13.61%,7.64%,,,,,,
21389,Pratham EPC Projects,Total Exp. Ann.,25.4%,,,,57.8,41.5,44.7,29.3,,,,,,
21390,Pratham EPC Projects,Other Exp. Ann.,95.3%,,,,21.6,4.1,3.2,2.9,,,,,,
21391,Pratham EPC Projects,Employee Exp. Ann.,58.7%,,,,14,6.9,5.7,3.5,,,,,,
21392,Pratham EPC Projects,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21393,Pratham EPC Projects,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21394,Pratham EPC Projects,EBITDA Ann.,85.5%,,,,16.6,11.8,7.1,2.6,,,,,,
21395,Pratham EPC Projects,EBITDA Ann. margin %,39.8%,,,,23.26%,22.86%,13.92%,8.51%,,,,,,
21396,Pratham EPC Projects,Interest Ann.,56%,,,,1.9,0.7,0.5,0.5,,,,,,
21397,Pratham EPC Projects,Depr.,26%,,,,1.2,0.9,0.7,0.6,,,,,,
21398,Pratham EPC Projects,PBT Ann.,108%,,,,13.5,10.2,5.9,1.5,,,,,,
21399,Pratham EPC Projects,Tax Ann.,106.1%,,,,3.5,2.5,1.5,0.4,,,,,,
21400,Pratham EPC Projects,PAT Before ExtraOrdinary Items Ann.,109.4%,,,,10.1,7.6,4.4,1.1,,,,,,
21401,Pratham EPC Projects,Minority Interest Income Ann.,-,,,,-,-,-,-,,,,,,
21402,Pratham EPC Projects,Net Profit Ann.,109.4%,,,,10.1,7.6,4.4,1.1,,,,,,
21403,Pratham EPC Projects,NPM Ann. %,58.1%,,,,14.59%,15.22%,8.74%,3.69%,,,,,,
21404,Pratham EPC Projects,EPS Adj. latest Ann.,109.3%,,,,5.5,4.2,2.4,0.6,,,,,,
21405,Pratham EPC Projects,Annual Reports,-,,,, , , , ,,,,,,
21406,Pune E-Stock Broking,Total Rev. Ann.,19.1%,,,71.7,74.5,35.9,42.4,33.2,,,,,,
21407,Pune E-Stock Broking,Operating Rev. Ann.,24.1%,,,71.7,64.7,31.7,37.5,31.5,,,,,,
21408,Pune E-Stock Broking,Other Income Ann.,79.3%,,,,9.8,4.3,4.9,1.7,,,,,,
21409,Pune E-Stock Broking,Operating Exp. Ann.,-,,,-,57,25.5,32.1,23.4,,,,,,
21410,Pune E-Stock Broking,Operating Exp. Ann.,-,,,-,57,25.5,32.1,23.4,,,,,,
21411,Pune E-Stock Broking,Operating Profit Ann.,-,,,-,7.8,6.2,5.4,8.1,,,,,,
21412,Pune E-Stock Broking,OPM Ann. %,-,,,-,10.40%,17.17%,12.82%,24.33%,,,,,,
21413,Pune E-Stock Broking,Total Exp. Ann.,14.4%,,,51.5,59.3,27.5,34.4,25.9,,,,,,
21414,Pune E-Stock Broking,Other Exp. Ann.,11.6%,,,40.6,53.4,22.3,29.2,20.8,,,,,,
21415,Pune E-Stock Broking,Employee Exp. Ann.,20.7%,,,5.1,3.5,3.2,2.9,2.6,,,,,,
21416,Pune E-Stock Broking,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21417,Pune E-Stock Broking,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21418,Pune E-Stock Broking,EBITDA Ann.,-,,,-,17.6,10.4,10.4,9.8,,,,,,
21419,Pune E-Stock Broking,EBITDA Ann. margin %,-,,,-,23.58%,29.01%,24.42%,29.37%,,,,,,
21420,Pune E-Stock Broking,Interest Ann.,39.3%,,,4.6,1.6,1.4,1.7,1.9,,,,,,
21421,Pune E-Stock Broking,Depr.,26%,,,1.2,0.7,0.6,0.6,0.6,,,,,,
21422,Pune E-Stock Broking,PBT Ann.,35.8%,,,20.3,15.3,8.4,8.1,7.3,,,,,,
21423,Pune E-Stock Broking,Tax Ann.,35.3%,,,5.2,3.7,2.1,2.1,1.8,,,,,,
21424,Pune E-Stock Broking,PAT Before ExtraOrdinary Items Ann.,36%,,,15.1,11.6,6.3,6,5.5,,,,,,
21425,Pune E-Stock Broking,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
21426,Pune E-Stock Broking,Net Profit Ann.,36%,,,15.1,11.6,6.3,6,5.5,,,,,,
21427,Pune E-Stock Broking,NPM Ann. %,9.4%,,,20.98%,17.87%,20.00%,16.04%,17.48%,,,,,,
21428,Pune E-Stock Broking,EPS Adj. latest Ann.,35%,,,9.6,7.4,4.1,3.9,3.5,,,,,,
21429,Pune E-Stock Broking,Annual Reports, ,,, , , , , ,,,,,,
21430,Gopal Snacks,Total Rev. Ann.,2.8%,,"1,473.6","1,473.6","1,406.9","1,398.5","1,356.5","1,129.8",,,,,,
21431,Gopal Snacks,Operating Rev. Ann.,2.8%,,"1,468","1,468","1,402.5","1,394.7","1,352.2","1,128.9",,,,,,
21432,Gopal Snacks,Other Income Ann.,9.2%,,5.6,5.6,4.4,3.9,4.3,1,,,,,,
21433,Gopal Snacks,Operating Exp. Ann.,2.7%,,"1,362.8","1,362.8","1,234.1","1,198.4","1,257.4","1,068.5",,,,,,
21434,Gopal Snacks,Operating Exp. Ann.,2.7%,,"1,362.8","1,362.8","1,234.1","1,198.4","1,257.4","1,068.5",,,,,,
21435,Gopal Snacks,Operating Profit Ann.,3.5%,,105.2,105.2,168.4,196.2,94.8,60.4,,,,,,
21436,Gopal Snacks,OPM Ann. %,0.7%,, ,7.14%,11.97%,14.03%,6.99%,5.34%,,,,,,
21437,Gopal Snacks,Total Exp. Ann.,2.4%,, ,"1,399.4","1,275.1","1,246.7","1,302.4","1,103.3",,,,,,
21438,Gopal Snacks,Other Exp. Ann.,11.9%,,149.2,149.2,129.3,112.4,106.6,85.3,,,,,,
21439,Gopal Snacks,Employee Exp. Ann.,13.7%,,113.4,113.4,102.3,87.3,77.2,59,,,,,,
21440,Gopal Snacks,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
21441,Gopal Snacks,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
21442,Gopal Snacks,EBITDA Ann.,3.8%,, ,110.8,172.8,200.1,99.1,61.3,,,,,,
21443,Gopal Snacks,EBITDA Ann. margin %,0.9%,, ,7.52%,12.28%,14.31%,7.31%,5.43%,,,,,,
21444,Gopal Snacks,Interest Ann.,-37.5%,,3.4,3.4,5.3,10.8,13.9,10.9,,,,,,
21445,Gopal Snacks,Depr.,2.2%,,33.2,33.2,35.8,37.4,31.1,24,,,,,,
21446,Gopal Snacks,PBT Ann.,-20.7%,,27,27,131.8,151.9,54.1,26.5,,,,,,
21447,Gopal Snacks,Tax Ann.,-13.8%,,8,8,32.2,39.5,12.5,5.4,,,,,,
21448,Gopal Snacks,PAT Before ExtraOrdinary Items Ann.,-22.9%,, ,19,99.6,112.4,41.5,21.1,,,,,,
21449,Gopal Snacks,Minority Interest Income Ann.,-,, ,-,-,-,-,-,,,,,,
21450,Gopal Snacks,Net Profit Ann.,-22.9%,,19,19,99.6,112.4,41.5,21.1,,,,,,
21451,Gopal Snacks,NPM Ann. %,-25.1%,, ,1.29%,7.09%,8.05%,3.07%,1.87%,,,,,,
21452,Gopal Snacks,EPS Adj. latest Ann.,-23.1%,, ,1.5,8,9,3.3,1.7,,,,,,
21453,Gopal Snacks,Result Notes, ,, , ,Notes, , , ,,,,,,
21454,Gopal Snacks,Annual Reports, ,, , ,, , , ,,,,,,
21455,Shree Karni Fabcom,Total Rev. Ann.,,,,167.5,121.3,127,,,,,,,,
21456,Shree Karni Fabcom,Operating Rev. Ann.,,,,165.7,120.9,127,,,,,,,,
21457,Shree Karni Fabcom,Other Income Ann.,,,,1.8,0.4,0.1,,,,,,,,
21458,Shree Karni Fabcom,Operating Exp. Ann.,,,,-,101.3,111.8,,,,,,,,
21459,Shree Karni Fabcom,Operating Exp. Ann.,,,,-,101.3,111.8,,,,,,,,
21460,Shree Karni Fabcom,Operating Profit Ann.,,,,-,19.6,15.1,,,,,,,,
21461,Shree Karni Fabcom,OPM Ann. %,,,,-,16.16%,11.89%,,,,,,,,
21462,Shree Karni Fabcom,Total Exp. Ann.,,,,147,105.3,119.9,,,,,,,,
21463,Shree Karni Fabcom,Other Exp. Ann.,,,,6.9,4.2,6.3,,,,,,,,
21464,Shree Karni Fabcom,Employee Exp. Ann.,,,,5.7,4.4,2,,,,,,,,
21465,Shree Karni Fabcom,Cost Of Power Purchased Ann.,,,,,,,,,,,,,,
21466,Shree Karni Fabcom,Cost Of Fuel Ann.,,,,,,,,,,,,,,
21467,Shree Karni Fabcom,EBITDA Ann.,,,,-,20,15.2,,,,,,,,
21468,Shree Karni Fabcom,EBITDA Ann. margin %,,,,-,16.47%,11.96%,,,,,,,,
21469,Shree Karni Fabcom,Interest Ann.,,,,2.2,2.5,5.2,,,,,,,,
21470,Shree Karni Fabcom,Depr.,,,,2.5,1.5,2.9,,,,,,,,
21471,Shree Karni Fabcom,PBT Ann.,,,,20.5,16,7.1,,,,,,,,
21472,Shree Karni Fabcom,Tax Ann.,,,,5.4,3.7,2.5,,,,,,,,
21473,Shree Karni Fabcom,PAT Before ExtraOrdinary Items Ann.,,,,15.1,12.4,4.6,,,,,,,,
21474,Shree Karni Fabcom,Minority Interest Income Ann.,,,,-,-,-,,,,,,,,
21475,Shree Karni Fabcom,Net Profit Ann.,,,,15.1,12.4,4.6,,,,,,,,
21476,Shree Karni Fabcom,NPM Ann. %,,,,9.11%,10.21%,3.63%,,,,,,,,
21477,Shree Karni Fabcom,EPS Adj. latest Ann.,,,,20.9,17.1,6.4,,,,,,,,
21478,Shree Karni Fabcom,Annual Reports,,,, , , ,,,,,,,,
21479,Koura Fine Jewelry,Total Rev. Ann.,,,,42.5,37,5.6,,,,,,,,
21480,Koura Fine Jewelry,Operating Rev. Ann.,,,,42,37,5.6,,,,,,,,
21481,Koura Fine Jewelry,Other Income Ann.,,,,0.5,0.1,0,,,,,,,,
21482,Koura Fine Jewelry,Operating Exp. Ann.,,,,-,36.5,5.3,,,,,,,,
21483,Koura Fine Jewelry,Operating Exp. Ann.,,,,-,36.5,5.3,,,,,,,,
21484,Koura Fine Jewelry,Operating Profit Ann.,,,,-,0.5,0.2,,,,,,,,
21485,Koura Fine Jewelry,OPM Ann. %,,,,-,1.43%,3.99%,,,,,,,,
21486,Koura Fine Jewelry,Total Exp. Ann.,,,,42.3,36.5,5.4,,,,,,,,
21487,Koura Fine Jewelry,Other Exp. Ann.,,,,1.9,0.7,0.1,,,,,,,,
21488,Koura Fine Jewelry,Employee Exp. Ann.,,,,0.5,0.4,0.1,,,,,,,,
21489,Koura Fine Jewelry,Cost Of Power Purchased Ann.,,,,,,,,,,,,,,
21490,Koura Fine Jewelry,Cost Of Fuel Ann.,,,,,,,,,,,,,,
21491,Koura Fine Jewelry,EBITDA Ann.,,,,-,0.6,0.2,,,,,,,,
21492,Koura Fine Jewelry,EBITDA Ann. margin %,,,,-,1.56%,4.09%,,,,,,,,
21493,Koura Fine Jewelry,Interest Ann.,,,,0.3,0.1,0,,,,,,,,
21494,Koura Fine Jewelry,Depr.,,,,0.1,0,0,,,,,,,,
